no	year	d_or_f	rank	title	author	translator	label	score
0001	1993年	国内篇	01位	『パプリカ』	筒井康隆		中央公論社	053点
0002	1993年	国内篇	02位	『終わりなき索敵』	谷甲州		早川書房	041点
0003	1993年	国内篇	03位	『ガダラの豚』	中島らも		実業之日本社	021点
0004	1993年	国内篇	04位	『吸血鬼エフェメラ』	大原まり子		早川書房	018点
0005	1993年	国内篇	05位	『二重螺旋の悪魔(上・下)』	梅原克文		朝日ソノラマ	016点
0006	1993年	国内篇	06位	『ドグマ・マ゠グロ』	梶尾真治		朝日ソノラマ	015点
0007	1993年	国内篇	07位	『ジャパノイド宣言』	巽孝之		早川書房	010点
0008	1993年	国内篇	08位	『妖星伝(七) 魔道の巻』	半村良		講談社	009点
0009	1993年	国内篇	09位	『雨の檻』	菅浩江		ハヤカワ文庫JA	007点
0010	1993年	国内篇	09位	『お父さんの会社』	草上仁		ハヤカワ文庫JA	007点
0011	1993年	国内篇	09位	『タイム・リーパー』	大原まり子		早川書房	007点
0012	1993年	海外篇	01位	『アヌビスの門(上・下)』	ティム・パワーズ	大伴墨人訳	ハヤカワ文庫FT	048点
0013	1993年	海外篇	02位	『どろぼう熊の惑星』	R・A・ラファティ	浅倉久志訳	ハヤカワ文庫SF	032点
0014	1993年	海外篇	03位	『アインシュタインの夢』	アラン・ライトマン	浅倉久志訳	早川書房	018点
0015	1993年	海外篇	04位	『大潮の道』	マイクル・スワンウィック	小川隆訳	ハヤカワ文庫SF	016点
0016	1993年	海外篇	05位	『世界の果てまで何マイル』	テリー・ビッスン	中村融訳	ハヤカワ文庫SF	014点
0017	1993年	海外篇	06位	『ハザール事典 夢の狩人たちの物語』	ミロラド・パヴィチ	工藤幸雄訳	東京創元社	014点
0018	1993年	海外篇	07位	『ワンダフル・ライフ』	スティーヴン・ジェイ・グールド	渡辺政隆訳	早川書房	013点
0019	1993年	海外篇	08位	『トミーノッカーズ(上・下)』	スティーヴン・キング	吉野美恵子訳	文藝春秋	011点
0020	1993年	海外篇	09位	『ウォッチャーズ(上・下)』	ディーン・R・クーンツ	松本剛史訳	文春文庫	010点
0021	1993年	海外篇	09位	『エニグマ(上・下)』	マイクル・P・キュービー゠マクダウエル	古沢嘉通訳	創元SF文庫	010点
0022	1993年	海外篇	09位	『タンジェント』	グレッグ・ベア	山岸真編	ハヤカワ文庫SF	010点
0023	1994年	国内篇	01位	『エイダ』	山田正紀		早川書房	089点
0024	1994年	国内篇	02位	『戦争を演じた神々たち』	大原まり子		アスペクト	049点
0025	1994年	国内篇	03位	『女性状無意識 テクノガイネーシス ―女性SF論序説―』	小谷真理		勁草書房	042点
0026	1994年	国内篇	03位	『天を越える旅人』	谷甲州		東京新聞出版局	042点
0027	1994年	国内篇	05位	『東亰異聞』	小野不由美		新潮社	041点
0028	1994年	国内篇	06位	『バルーン・タウンの殺人』	松尾由美		ハヤカワ文庫JA	031点
0029	1994年	国内篇	07位	『愛しのワンダーランド スペース・オペラの読み方』	野田昌宏		早川書房	023点
0030	1994年	国内篇	08位	《タルカス伝》	中井紀夫		ハヤカワ文庫JA	018点
0031	1994年	国内篇	09位	『東の海神 西の滄海』	小野不由美		講談社X文庫ホワイトハート	016点
0032	1994年	国内篇	10位	『風の万里 黎明の空』	小野不由美		講談社X文庫ホワイトハート	015点
0033	1994年	国内篇	10位	『星の感触』	薄井ゆうじ		講談社	015点
0034	1994年	海外篇	01位	『シェイヨルという名の星』	コードウェイナー・スミス	伊藤典夫訳	ハヤカワ文庫SF	130点
0035	1994年	海外篇	02位	『ブルー・シャンペン』	ジョン・ヴァーリイ	浅倉久志、他訳	ハヤカワ文庫SF	122点
0036	1994年	海外篇	03位	『川の書』	イアン・ワトスン	細美遥子訳	創元SF文庫	050点
0037	1994年	海外篇	04位	『天の筏』	スティーヴン・バクスター	古沢嘉通訳	ハヤカワ文庫SF	035点
0038	1994年	海外篇	05位	『占星師アフサンの遠見鏡』	ロバート・J・ソウヤー	内田昌之訳	ハヤカワ文庫SF	031点
0039	1994年	海外篇	06位	『ヴァーチャル・ガール』	エイミー・トムスン	田中一江訳	ハヤカワ文庫SF	028点
0040	1994年	海外篇	07位	『星の書』	イアン・ワトスン	細美遥子訳	創元SF文庫	027点
0041	1994年	海外篇	08位	『器官切除』	マイケル・ブラムライン	山形浩生訳	白水社	024点
0042	1994年	海外篇	09位	『フリーゾーン大混戦』	チャールズ・プラット	大森望訳	ハヤカワ文庫SF	023点
0043	1994年	海外篇	10位	『百万年の船』	ポール・アンダースン	岡部宏之訳	ハヤカワ文庫SF	021点
0044	1995年	国内篇	01位	『ソリトンの悪魔(上・下)』	梅原克文		朝日ソノラマノヴェルズ	062点
0045	1995年	国内篇	02位	『魂の駆動体』	神林長平		波書房	060点
0046	1995年	国内篇	03位	『「科學小説」神髄 アメリカSFの源流』	野田昌宏		東京創元社	051点
0047	1995年	国内篇	04位	『ムジカ・マキーナ』	高野史緒		新潮社	032点
0048	1995年	国内篇	05位	『トンデモ本の世界』	と学会編		洋泉社	030点
0049	1995年	国内篇	06位	『魍魎の匣』	京極夏彦		講談社ノベルズ	029点
0050	1995年	国内篇	07位	『言壺』	神林長平		中央公論社	028点
0051	1995年	国内篇	08位	『パラサイト・イヴ』	瀬名秀明		角川書店	025点
0052	1995年	国内篇	09位	『くるぐる使い』	大槻ケンヂ		早川書房	024点
0053	1995年	国内篇	10位	『らせん』	鈴木光司		角川書店	019点
0054	1995年	海外篇	01位	『ハイペリオン』2部作	ダン・シモンズ	酒井昭伸訳	早川書房・海外SFノヴェルズ	087点
0055	1995年	海外篇	02位	『赤い惑星への航海』	テリー・ビッスン	中村融訳	ハヤカワ文庫SF	080点
0056	1995年	海外篇	03位	『ハイペリオン』	ダン・シモンズ	酒井昭伸訳	早川書房・海外SFノヴェルズ	068点
0057	1995年	海外篇	04位	『時間的無限大』	スティーヴン・バクスター	小野田和子訳	ハヤカワ文庫SF	066点
0058	1995年	海外篇	05位	『ドゥームズデイ・ブック』	コニー・ウィリス	大森望訳	早川書房・夢の文学館	059点
0059	1995年	海外篇	06位	『ラッカー奇想博覧会』	ルーディ・ラッカー	黒丸尚、他訳	ハヤカワ文庫SF	049点
0060	1995年	海外篇	07位	『デッドガールズ』	リチャード・コールダー	増田まもる訳	トレヴィル	045点
0061	1995年	海外篇	08位	『ハイペリオンの没落』	ダン・シモンズ	酒井昭伸訳	早川書房・海外SFノヴェルズ	044点
0062	1995年	海外篇	09位	『ドラキュラ紀元』	キム・ニューマン	梶元靖子訳	創元推理文庫	042点
0063	1995年	海外篇	10位	『GOJIRO 南太平洋の巨大トカゲと日本少年の愛と友情の物語』	マーク・ジェイコブスン	黒丸尚、白石朗訳	角川書店	040点
0064	1995年	海外篇	11位	『黎明の王 白昼の女王』	イアン・マクドナルド	古沢嘉通訳	ハヤカワ文庫FT	036点
0065	1995年	海外篇	12位	『ヴァーチャル・ライト』	ウィリアム・ギブスン	浅倉久志訳	角川書店	029点
0066	1996年	国内篇	01位	《星界の紋章》	森岡浩之		ハヤカワ文庫JA	042点
0067	1996年	国内篇	02位	『MOUSE(マウス)』	牧野修		ハヤカワ文庫JA	040点
0068	1996年	国内篇	03位	『図南の翼』	小野不由美		講談社X文庫ホワイトハート	039点
0069	1996年	国内篇	04位	『OKAGE』	梶尾真治		早川書房	035点
0070	1996年	国内篇	05位	『玩具修理者』	小林泰三		角川書店	034点
0071	1996年	国内篇	06位	『パワー・オフ』	井上夢人		集英社	033点
0072	1996年	国内篇	07位	『カント・アンジェリコ』	高野史緒		講談社	025点
0073	1996年	国内篇	08位	『鉄鼠の檻』	京極夏彦		講談社ノベルズ	016点
0074	1996年	国内篇	09位	『ニューヨークの世紀末』	巽孝之		筑摩書房	015点
0075	1996年	国内篇	09位	『人格転移の殺人』	西澤保彦		講談社ノベルズ	015点
0076	1996年	海外篇	01位	『つぎの岩につづく』	R・A・ラファティ	伊藤典夫、浅倉久志訳	ハヤカワ文庫SF	087点
0077	1996年	海外篇	02位	『さよならダイノサウルス』	ロバート・J・ソウヤー	内田昌之訳	ハヤカワ文庫SF	063点
0078	1996年	海外篇	02位	『アインシュタイン交点』	サミュエル・R・ディレイニー	伊藤典夫訳	ハヤカワ文庫SF	063点
0079	1996年	海外篇	04位	『ハッカーと蟻』	ルーディ・ラッカー	大森望訳	ハヤカワ文庫SF	052点
0080	1996年	海外篇	05位	『遠き神々の炎』	ヴァーナー・ヴィンジ	中原尚哉訳	創元SF文庫	049点
0081	1996年	海外篇	06位	『ナイチンゲールは夜に歌う』	ジョン・クロウリー	浅倉久志訳	早川書房	040点
0082	1996年	海外篇	07位	『軌道通信』	ジョン・バーンズ	小野田和子訳	ハヤカワ文庫SF	034点
0083	1996年	海外篇	07位	『重力の影』	ジョン・クレイマー	小隅黎、小木曽絢子訳	ハヤカワ文庫SF	034点
0084	1996年	海外篇	09位	『この不思議な地球で 世紀末SF傑作選』	巽孝之編		紀伊國屋書店	033点
0085	1996年	海外篇	10位	『魔法』	クリストファー・プリースト	古沢嘉通訳	早川書房・夢の文学館	032点
0086	1997年	国内篇	01位	『ライトジーンの遺産』	神林長平		朝日ソノラマ	062点
0087	1997年	国内篇	02位	『光の帝国 常野物語』	恩田陸		集英社	050点
0088	1997年	国内篇	03位	『星は、昴』	谷甲州		ハヤカワ文庫JA	035点
0089	1997年	国内篇	04位	『斎藤家の核弾頭』	篠田節子		朝日新聞社	033点
0090	1997年	国内篇	05位	『アルカイック・ステイツ』	大原まり子		早川書房	032点
0091	1997年	国内篇	06位	『人獣細工』	小林泰三		角川書店	024点
0092	1997年	国内篇	07位	『架空の王国』	高野史緒		中央公論社	021点
0093	1997年	国内篇	08位	『レフトハンド』	中井拓志		角川書店	018点
0094	1997年	国内篇	09位	『戦争を演じた神々たちII』	大原まり子		アスペクト	016点
0095	1997年	国内篇	10位	『肉体のヌートピア ロボット、パワード・スーツ、サイボーグの考古学』	永瀬唯		青弓社	014点
0096	1997年	海外篇	01位	『火星夜想曲』	イアン・マクドナルド	古沢嘉通訳	ハヤカワ文庫SF	122点
0097	1997年	海外篇	02位	『フィアサム・エンジン』	イアン・バンクス	増田まもる訳	早川書房	054点
0098	1997年	海外篇	03位	『ターミナル・エクスペリメント』	ロバート・J・ソウヤー	内田昌之訳	ハヤカワ文庫SF	049点
0099	1997年	海外篇	04位	『リトル、ビッグ(I・II)』	ジョン・クロウリー	鈴木克昌訳	国書刊行会	047点
0100	1997年	海外篇	05位	『火星転移(上・下)』	グレッグ・ベア	小野田和子訳	ハヤカワ文庫SF	040点
0101	1997年	海外篇	06位	『あいどる』	ウィリアム・ギブスン	浅倉久志訳	角川書店	036点
0102	1997年	海外篇	07位	『グローバルヘッド』	ブルース・スターリング	嶋田洋一訳	ジャストシステム	034点
0103	1997年	海外篇	08位	『第81Q戦争』	コードウェイナー・スミス	伊藤典夫訳	ハヤカワ文庫SF	032点
0104	1997年	海外篇	09位	『大暴風(上・下)』	ジョン・バーンズ	中原尚哉訳	ハヤカワ文庫SF	028点
0105	1997年	海外篇	10位	『時間旅行者は緑の海に漂う』	パトリック・オリアリー	中原尚哉訳	ハヤカワ文庫SF	027点
0106	1998年	国内篇	01位	『BRAIN VALLEY(上・下)』	瀬名秀明		角川書店	083点
0107	1998年	国内篇	02位	『カブキの日』	小林恭二		講談社	059点
0108	1998年	国内篇	03位	『屍鬼(上・下)』	小野不由美		新潮社	056点
0109	1998年	国内篇	04位	『あ・じゃ・ぱん(上・下)』	矢作俊彦		新潮社	054点
0110	1998年	国内篇	05位	『グランド・ミステリー』	奥泉光		角川書店	039点
0111	1998年	国内篇	06位	《異形コレクション》	井上雅彦監修		廣済堂文庫	032点
0112	1998年	国内篇	07位	『天使の囀り』	貴志祐介		角川書店	030点
0113	1998年	国内篇	08位	『クロスファイア(上・下)』	宮部みゆき		光文社カッパノベルス	024点
0114	1998年	国内篇	09位	『風車祭』	池上永一		文藝春秋	023点
0115	1998年	国内篇	10位	『ループ』	鈴木光司		角川書店	022点
0116	1998年	国内篇	11位	『ヴァスラフ』	高野史緒		中央公論社	019点
0117	1998年	国内篇	12位	『彗星狩り(上・中・下)』	笹本祐一		朝日ソノラマ文庫	017点
0118	1998年	国内篇	13位	『ハルモニア』	篠田節子		マガジンハウス	015点
0119	1998年	国内篇	14位	『弥勒』	篠田節子		講談社	014点
0120	1998年	国内篇	15位	『塵も積もれば 宇宙塵40年史』	宇宙塵編		出版芸術社	012点
0121	1998年	国内篇	15位	『夏のロケット』	川端裕人		文藝春秋	012点
0122	1998年	国内篇	15位	『ファンタジーの冒険』	小谷真理		ちくま新書	012点
0123	1998年	国内篇	18位	『敵』	筒井康隆		新潮社	011点
0124	1998年	国内篇	18位	『蚤のサーカス』	藤田雅矢		新潮社	011点
0125	1998年	国内篇	18位	『妖臣蔵』	朝松健		光文社文庫	011点
0126	1998年	海外篇	01位	『タイム・シップ(上・下)』	スティーヴン・バクスター	中原尚哉訳	ハヤカワ文庫SF	103点
0127	1998年	海外篇	02位	『レッド・マーズ(上・下)』	キム・スタンリー・ロビンスン	大島豊訳	創元SF文庫	099点
0128	1998年	海外篇	03位	『虚数』	スタニスワフ・レム	長谷見一雄、沼野充義、西成彦訳	国書刊行会《文学の冒険》	072点
0129	1998年	海外篇	04位	『スノウ・クラッシュ』	ニール・スティーブンスン	日暮雅通訳	アスキー出版局	062点
0130	1998年	海外篇	05位	『極微機械ボーア・メイカー』	リンダ・ナガタ	中原尚哉訳	ハヤカワ文庫SF	051点
0131	1998年	海外篇	06位	『時空ドーナツ』	ルーディ・ラッカー	大森望訳	ハヤカワ文庫SF	038点
0132	1998年	海外篇	06位	『ホログラム街の女』	F・ポール・ウィルスン	浅倉久志訳	ハヤカワ文庫SF	038点
0133	1998年	海外篇	08位	『ホーリー・ファイアー』	ブルース・スターリング	小川隆訳	アスペクト	037点
0134	1998年	海外篇	09位	『スロー・リバー』	ニコラ・グリフィス	幹遥子訳	ハヤカワ文庫SF	031点
0135	1998年	海外篇	10位	『三つの小さな王国』	スティーブン・ミルハウザー	柴田元幸訳	白水社	025点
0136	1998年	海外篇	11位	『タイムクエイク』	カート・ヴォネガット	浅倉久志訳	早川書房	024点
0137	1998年	海外篇	12位	『グリンプス』	ルイス・シャイナー	小川隆訳	創元SF文庫	021点
0138	1998年	海外篇	13位	『地球最後の日』	フィリップ・ワイリー、エドウィン・バーマー	佐藤龍雄訳	創元SF文庫	020点
0139	1998年	海外篇	14位	『スペアーズ』	マイケル・マーシャル・スミス	嶋田洋一訳	ソニー・マガジンズ	019点
0140	1998年	海外篇	15位	『死霊たちの宴(上・下)』	ジョン・スキップ、クレイグ・スペクター編	夏来健次訳	創元推理文庫	017点
0141	1998年	海外篇	15位	『ライズ民間警察機構』	フィリップ・K・ディック	森下弓子訳	創元SF文庫	017点
0142	1998年	海外篇	17位	『凍月』	グレッグ・ベア	小野田和子訳	ハヤカワ文庫SF	014点
0143	1998年	海外篇	18位	『エデンの炎(上・下)』	ダン・シモンズ	嶋田洋一訳	角川文庫	013点
0144	1998年	海外篇	19位	『SF大百科事典』	ジョン・クルート編著	高橋良平監修	グラフィック社	012点
0145	1998年	海外篇	19位	『消えた少年たち』	オースン・スコット・カード	小尾芙佐訳	早川書房	012点
0146	1998年	海外篇	19位	『殺す』	J・G・バラード	山田順子訳	東京創元社	012点
0147	1999年	国内篇	01位	『クリスタルサイレンス』	藤崎慎吾		朝日ソノラマ	071点
0148	1999年	国内篇	02位	『グッドラック 戦闘妖精・雪風』	神林長平		早川書房	069点
0149	1999年	国内篇	03位	『エリコ』	谷甲州		早川書房	047点
0150	1999年	国内篇	04位	『チグリスとユーフラテス』	新井素子		集英社	042点
0151	1999年	国内篇	05位	『夢の樹が接げたなら』	森岡浩之		早川書房	035点
0152	1999年	国内篇	06位	『偏執の芳香 アロマパラノイド』	牧野修		アスペクト	032点
0153	1999年	国内篇	07位	『バトル・ロワイアル』	高見広春		太田出版	031点
0154	1999年	国内篇	07位	『水霊 ミズチ』	田中啓文		角川ホラー文庫	031点
0155	1999年	国内篇	09位	『オルガニスト』	山之口洋		新潮社	024点
0156	1999年	国内篇	10位	『蘆屋家の崩壊』	津原泰水		集英社	018点
0157	1999年	国内篇	11位	『私と月につきあって』	野尻抱介		富士見ファンタジア文庫	017点
0158	1999年	国内篇	12位	『ペリペティアの福音(下)聖還編』	秋山完		朝日ソノラマ文庫	014点
0159	1999年	国内篇	12位	『現代SF最前線』	森下一仁		双葉社	014点
0160	1999年	国内篇	12位	『屍の王』	牧野修		ぶんか社	014点
0161	1999年	国内篇	15位	『沈黙』	古川日出男		幻冬舎	012点
0162	1999年	国内篇	16位	『鍋が笑う』	岡本賢一		朝日ソノラマ	011点
0163	1999年	国内篇	17位	『少年サロメ』	野阿梓		講談社	009点
0164	1999年	国内篇	18位	『クリムゾンの迷宮』	貴志祐介		角川ホラー文庫	008点
0165	1999年	国内篇	18位	『クロノス・ジョウンターの伝説』	梶尾真治		朝日ソノラマ文庫NEXT	008点
0166	1999年	国内篇	20位	『リアルヘヴンへようこそ』	牧野修		廣済堂文庫	007点
0167	1999年	国内篇	20位	『邪神帝国』	朝松健		ハヤカワ文庫JA	007点
0168	1999年	国内篇	20位	『肉食屋敷』	小林泰三		角川書店	007点
0169	1999年	国内篇	20位	『薔薇船』	小池真理子		早川書房	007点
0170	1999年	海外篇	01位	『宇宙消失』	グレッグ・イーガン	山岸真訳	創元SF文庫	123点
0171	1999年	海外篇	02位	『スタープレックス』	ロバート・J・ソーヤー	内田昌之訳	ハヤカワ文庫SF	102点
0172	1999年	海外篇	03位	『順列都市(上・下)』	グレッグ・イーガン	山岸真訳	ハヤカワ文庫SF	092点
0173	1999年	海外篇	04位	『キリンヤガ』	マイク・レズニック	内田昌之訳	ハヤカワ文庫SF	090点
0174	1999年	海外篇	05位	『エンディミオン』	ダン・シモンズ	酒井昭伸訳	早川書房・海外SFノヴェルズ	078点
0175	1999年	海外篇	06位	『星ぼしの荒野から』	ジェイムズ・ティプトリー・ジュニア	伊藤典夫、浅倉久志訳	ハヤカワ文庫SF	072点
0176	1999年	海外篇	07位	『ワン・オヴ・アス』	マイケル・マーシャス・スミス	嶋田洋一訳	ソニー・マガジンズ	043点
0177	1999年	海外篇	08位	『ゾッド・ワロップ あるはずのない物語』	ウィリアム・B・スペンサー	浅倉久志訳	角川書店	035点
0178	1999年	海外篇	09位	『ダスト』	チャールズ・ペレグリー	白石朗訳	ソニー・マガジンズ	031点
0179	1999年	海外篇	10位	『フェアリイ・ランド』	ポール・J・マコーリイ	嶋田洋一訳	早川書房・海外SFノヴェルズ	021点
0180	1999年	海外篇	11位	『リメイク』	コニー・ウィリス	大森望訳	ハヤカワ文庫SF	020点
0181	1999年	海外篇	12位	『ドラキュラ戦記』	キム・ニューマン	梶元靖子訳	創元推理文庫	018点
0182	1999年	海外篇	12位	『マイノリティ・リポート』	フィリップ・K・ディック	浅倉久志、他訳	ハヤカワ文庫SF	018点
0183	1999年	海外篇	12位	『幻想文学大事典』	ジャック・サリヴァン編	高山宏、風間賢二監修	国書刊行会	018点
0184	1999年	海外篇	15位	『幻惑の極微機械(上・下)』	リンダ・ナガタ	中原尚哉訳	ハヤカワ文庫SF	016点
0185	1999年	海外篇	16位	『ウォッチメン日本語版』	アラン・ムーア、デイブ・ギボンズ	石川裕人、秋友克也、沖恭一郎、海法紀光訳	メディアワークス	015点
0186	1999年	海外篇	17位	『前日島』	ウンベルト・エーコ	藤村昌昭訳	文藝春秋	014点
0187	1999年	海外篇	18位	『消えた太陽』	アレクサンドル・グリーン	沼野充義訳	国書刊行会・魔法の本棚	012点
0188	1999年	海外篇	19位	『大いなる復活のとき(上・下)』	サラ・ゼッテル	冬川亘訳	ハヤカワ文庫SF	011点
0189	1999年	海外篇	20位	『仮想空間計画』	ジェイムズ・P・ホーガン	大島豊訳	創元SF文庫	010点
0190	2000年	国内篇	01位	『永遠の森 博物館惑星』	菅浩江		早川書房	136点
0191	2000年	国内篇	02位	『レキオス』	池上永一		文藝春秋	066点
0192	2000年	国内篇	03位	『月の裏側』	恩田陸		幻冬舎	060点
0193	2000年	国内篇	04位	『山尾悠子作品集成』	山尾悠子		国書刊行会	049点
0194	2000年	国内篇	05位	『八月の博物館』	瀬名秀明		角川書店	044点
0195	2000年	国内篇	06位	『ピニェルの振り子 銀河博物誌1』	野尻抱介		ソノラマ文庫	028点
0196	2000年	国内篇	07位	『日本SF論争史』	巽孝之		勁草書房	027点
0197	2000年	国内篇	08位	『M.G.H.楽園の鏡像』	三雲岳斗		徳間書店	023点
0198	2000年	国内篇	09位	『西城秀樹のおかげです』	森奈津子		イースト・プレス	023点
0199	2000年	国内篇	10位	『猫の地球儀 焔の章/その2 幽の章』	秋山瑞人		メディアワークス電撃文庫	022点
0200	2000年	国内篇	11位	『信長 あるいは戴冠せるアンドロギュヌス』	宇月原晴明		新潮社	021点
0201	2000年	国内篇	12位	『ぼくらは虚空に夜を視る』	上遠野浩平		徳間デュアル文庫	020点
0202	2000年	国内篇	13位	『BH85』	森青花		新潮社	016点
0203	2000年	国内篇	13位	『病の世紀』	牧野修		徳間書店	016点
0204	2000年	国内篇	13位	『黄泉がえり』	梶尾真治		新潮社	016点
0205	2000年	国内篇	16位	『思考する物語 SFの原理・歴史・主題』	森下一仁		東京創元社	014点
0206	2000年	国内篇	17位	『侵略者の平和 第一部 侵略』	林譲治		ハルキ文庫	013点
0207	2000年	国内篇	18位	『オルファクトグラム』	井上夢人		毎日新聞社	010点
0208	2000年	国内篇	19位	『鵺姫真話』	岩本隆雄		ソノラマ文庫	009点
0209	2000年	国内篇	20位	『異形家の食卓』	田中啓文		集英社	008点
0210	2000年	国内篇	20位	『千年紀末古事記伝ONOGORO』	鯨統一郎		ハルキ文庫	008点
0211	2000年	海外篇	01位	『エンディミオンの覚醒』	ダン・シモンズ	酒井昭伸訳	早川書房・海外SFノヴェルズ	109点
0212	2000年	海外篇	02位	『影が行く ホラーSF傑作選』	P・K・ディック、D・R・クーンツ、他	中村融編訳	創元SF文庫	073点
0213	2000年	海外篇	03位	『フレームシフト』	ロバート・J・ソーヤー	内田昌之訳	ハヤカワ文庫SF	068点
0214	2000年	海外篇	04位	『ダーウィンの使者(上・下)』	グレッグ・ベア	大森望訳	ソニー・マガジンズ	054点
0215	2000年	海外篇	05位	『終わりなき平和』	ジョー・ホールドマン	中原尚哉訳	創元SF文庫	037点
0216	2000年	海外篇	06位	『エンダーズ・シャドウ(上・下)』	オースン・スコット・カード	田中一江訳	ハヤカワ文庫SF	035点
0217	2000年	海外篇	07位	『太陽の王と月の妖獣(上・下)』	ヴォンダ・N・マッキンタイア	幹遙子訳	ハヤカワ文庫SF	034点
0218	2000年	海外篇	08位	『SFの殿堂 遙かなる地平(1・2)』	ロバート・シルヴァーバーグ編	小尾芙佐、酒井昭伸、他訳	ハヤカワ文庫SF	031点
0219	2000年	海外篇	09位	『パヴァーヌ』	キース・ロバーツ	越智道雄訳	扶桑社	026点
0220	2000年	海外篇	10位	『タイムライン(上・下)』	マイクル・クライトン	酒井昭伸訳	早川書房・海外SFノヴェルズ	025点
0221	2000年	海外篇	11位	『黄金の羅針盤 ライラの冒険シリーズI』	フィリップ・プルマン	大久保寛訳	新潮社	023点
0222	2000年	海外篇	11位	『フューチャーマチック』	ウィリアム・ギブスン	浅倉久志訳	角川書店	023点
0223	2000年	海外篇	13位	『隠し部屋を査察して』	エリック・マコーマック	増田まもる訳	東京創元社・海外文学セレクション	018点
0224	2000年	海外篇	14位	『斜線都市(上・下)』	グレッグ・ベア	冬川亘訳	ハヤカワ文庫SF	017点
0225	2000年	海外篇	14位	『ドラゴンフライ ミール宇宙ステーション悪夢の真実(上・下)』	ブライアン・バロウ	北村道雄訳 / 寺門和夫監修	筑摩書房	017点
0226	2000年	海外篇	16位	『失われた宇宙の旅2001』	アーサー・C・クラーク	伊藤典夫訳	ハヤカワ文庫SF	016点
0227	2000年	海外篇	17位	『アンドリューNDR114』	アイザック・アシモフ、ロバート・シルヴァーバーグ	中村融訳	創元SF文庫	012点
0228	2000年	海外篇	17位	『時に架ける橋』	ロバート・チャールズ・ウィルスン	伊達奎訳	創元SF文庫	012点
0229	2000年	海外篇	19位	『原初の光』	ピーター・アクロイド	井出弘之訳	新潮社	011点
0230	2000年	海外篇	19位	『999 1 妖女たち/2 聖金曜日/3 狂犬の夏』	アル・サラントニオ編	白石朗、金子浩、田中一江、他訳	創元推理文庫	011点
0231	2000年	海外篇	19位	『飛翔せよ、閃光の虚空へ!』	キャサリン・アサロ	中原尚哉訳	ハヤカワ文庫SF	011点
0232	2001年	国内篇	01位	『かめくん』	北野勇作		徳間デュアル文庫	100点
0233	2001年	国内篇	02位	『AΩ(アルファ・オメガ)』	小林泰三		角川書店	096点
0234	2001年	国内篇	03位	『鳥類学者のファンタジア』	奥泉光		集英社	070点
0235	2001年	国内篇	04位	『銀河帝国の弘法も筆の誤り』	田中啓文		ハヤカワ文庫JA	058点
0236	2001年	国内篇	05位	『ドッグファイト』	谷口裕貴		徳間書店	047点
0237	2001年	国内篇	06位	『ふわふわの泉』	野尻抱介		エンターブレイン・ファミ通文庫	034点
0238	2001年	国内篇	07位	『新世紀未来科学』	金子隆一		八幡書店	026点
0239	2001年	国内篇	08位	『黒い仏』	殊能将之		講談社ノベルズ	021点
0240	2001年	国内篇	09位	『ペロー・ザ・キャット全仕事』	吉川良太郎		徳間書店	020点
0241	2001年	国内篇	10位	『ソドムの林檎』	野阿梓		早川書房	019点
0242	2001年	国内篇	11位	『運河の果て』	平谷美樹		角川春樹事務所	018点
0243	2001年	国内篇	11位	『ルー゠ガルー 忌避すべき狼』	京極夏彦		徳間書店	018点
0244	2001年	国内篇	13位	『懐かしい未来 蘇る明治・大正・昭和の未来小説』	長山靖生編著		中央公論新社	016点
0245	2001年	国内篇	14位	『The S.O.U.P.』	川端裕人		角川書店	015点
0246	2001年	国内篇	15位	『ぬかるんでから』	佐藤哲也		文藝春秋	014点
0247	2001年	国内篇	16位	『暗黒太陽の目覚め(上・下)』	林譲治		ハルキ文庫	013点
0248	2001年	国内篇	16位	『呪禁官』	牧野修		祥伝社ノン・ノベル	013点
0249	2001年	国内篇	18位	『Avalon 灰色の貴婦人』	押井守		メディアファクトリー	009点
0250	2001年	国内篇	18位	『図説ロボット 野田SFコレクション』	野田昌宏		河出書房新社	009点
0251	2001年	国内篇	18位	『猫城』	南條竹則		東京書籍	009点
0252	2001年	国内篇	18位	『ペニス』	津原泰水		双葉社	009点
0253	2001年	国内篇	18位	『ロボット21世紀』	瀬名秀明		文春新書	009点
0254	2001年	海外篇	01位	『祈りの海』	グレッグ・イーガン	山岸真編訳	ハヤカワ文庫SF	168点
0255	2001年	海外篇	02位	『20世紀SF(全6巻)』	中村融、山岸真編		河出文庫	154点
0256	2001年	海外篇	03位	『タクラマカン』	ブルース・スターリング	小川隆、大森望訳	ハヤカワ文庫SF	100点
0257	2001年	海外篇	04位	『ネバーウェア』	ニール・ゲイマン	柳下毅一郎訳	インターブックス	048点
0258	2001年	海外篇	05位	『フラッシュフォワード』	ロバート・J・ソウヤー	内田昌之訳	ハヤカワ文庫SF	046点
0259	2001年	海外篇	06位	『ゲーム・プレイヤー』	イアン・M・バンクス	浅倉久志訳	角川文庫	041点
0260	2001年	海外篇	07位	『オンリー・フォワード』	マイケル・マーシャル・スミス	嶋田洋一訳	ソニー・マガジンズ	040点
0261	2001年	海外篇	08位	『オルガスマシン』	イアン・ワトスン	大島豊訳	コアマガジン	037点
0262	2001年	海外篇	09位	『ハッカー/13の事件』	J・ダン、G・ドゾワ編	浅倉久志、他訳	扶桑社ミステリー文庫	027点
